gene_id	gene_symbol	variance
ENSG00000172260.15	NEGR1	4.1488452808486205
ENSG00000111341.9	MGP	4.144644680872834
ENSG00000232810.4	TNF	4.14424332473674
ENSG00000119508.18	NR4A3	4.141343957876044
ENSG00000124813.23	RUNX2	4.140193320295458
ENSG00000110665.11	C11orf21	4.1385412123000345
ENSG00000170837.2	GPR27	4.136265375468752
ENSG00000142583.17	SLC2A5	4.135247207804195
ENSG00000168421.13	RHOH	4.1351912691332995
ENSG00000133169.6	BEX1	4.1320665946000155
ENSG00000153404.14	PLEKHG4B	4.131322698344815
ENSG00000170160.17	CCDC144A	4.12601569288926
ENSG00000102024.18	PLS3	4.121998158367115
ENSG00000082397.17	EPB41L3	4.118451740747778
ENSG00000138061.12	CYP1B1	4.118071665900816
ENSG00000169432.16	SCN9A	4.116864499105591
ENSG00000177706.9	FAM20C	4.109504121744779
ENSG00000118513.19	MYB	4.10146607803373
ENSG00000109099.15	PMP22	4.095869691215863
ENSG00000123405.14	NFE2	4.09322618462862
ENSG00000117114.19	ADGRL2	4.085819124636378
ENSG00000158373.8	HIST1H2BD	4.085781989132532
ENSG00000130881.14	LRP3	4.0830929668302485
ENSG00000003436.16	TFPI	4.079854770087497
ENSG00000159335.16	PTMS	4.079848609189447
ENSG00000255398.2	HCAR3	4.079553318696949
ENSG00000132965.9	ALOX5AP	4.078330218258392
ENSG00000147852.16	VLDLR	4.076947010187317
ENSG00000159713.11	TPPP3	4.075986518982132
ENSG00000135047.15	CTSL	4.0756501010061585
ENSG00000124942.14	AHNAK	4.074543634615228
ENSG00000277632.2	CCL3	4.073373417946178
ENSG00000108511.10	HOXB6	4.071825913063219
ENSG00000173372.17	C1QA	4.071458590783445
ENSG00000139970.17	RTN1	4.071456412777518
ENSG00000163625.15	WDFY3	4.06928700113752
ENSG00000162676.12	GFI1	4.063338388907136
ENSG00000183598.3	HIST2H3D	4.058018864763451
ENSG00000138449.10	SLC40A1	4.0535561563860005
ENSG00000086730.17	LAT2	4.053133330954407
ENSG00000223865.11	HLA-DPB1	4.052055024399779
ENSG00000107438.9	PDLIM1	4.051535615136819
ENSG00000173801.17	JUP	4.0502250227058365
ENSG00000277157.1	HIST1H4D	4.049999842677101
ENSG00000142611.17	PRDM16	4.0475715392375085
ENSG00000025708.14	TYMP	4.040308752880162
ENSG00000159189.12	C1QC	4.038396210797458
ENSG00000145431.11	PDGFC	4.03654655622584
ENSG00000137331.12	IER3	4.03572286361432
ENSG00000173369.16	C1QB	4.034029217507867
ENSG00000144802.11	NFKBIZ	4.030229418595027
ENSG00000101335.10	MYL9	4.028545978421723
ENSG00000164691.17	TAGAP	4.0270066300268725
ENSG00000165949.12	IFI27	4.012702903576402
ENSG00000137460.8	FHDC1	4.009621504150694
ENSG00000054654.16	SYNE2	4.008387794805854
ENSG00000005844.17	ITGAL	4.007721698409698
ENSG00000156011.17	PSD3	4.006249610530342
ENSG00000165655.17	ZNF503	4.00572841603528
ENSG00000147459.18	DOCK5	4.001952572574772
ENSG00000254415.3	SIGLEC14	4.00035522972428
ENSG00000106066.15	CPVL	4.0001442286706395
ENSG00000120738.8	EGR1	3.997838240900448
ENSG00000145287.10	PLAC8	3.994946266182304
ENSG00000189068.11	VSTM1	3.992487796524578
ENSG00000162104.10	ADCY9	3.9924723862753417
ENSG00000173334.4	TRIB1	3.990092268760175
ENSG00000085276.18	MECOM	3.9863006011828293
ENSG00000187837.3	HIST1H1C	3.9818342200136483
ENSG00000116133.13	DHCR24	3.9780834356633874
ENSG00000156738.17	MS4A1	3.97284821377725
ENSG00000151651.16	ADAM8	3.9701154570299
ENSG00000030419.16	IKZF2	3.968429651138707
ENSG00000081041.9	CXCL2	3.967011376685565
ENSG00000169224.13	GCSAML	3.9649318410810426
ENSG00000204577.11	LILRB3	3.963290876410703
ENSG00000128918.15	ALDH1A2	3.9629410577606055
ENSG00000100292.17	HMOX1	3.9617568150514004
ENSG00000182809.10	CRIP2	3.961324349338417
ENSG00000134755.16	DSC2	3.9611110486808645
ENSG00000198520.12	ARMH1	3.956793429915528
ENSG00000168497.5	CAVIN2	3.9558637917669515
ENSG00000175489.10	LRRC25	3.953996206968535
ENSG00000170627.11	GTSF1	3.9534836368764386
ENSG00000092964.18	DPYSL2	3.9528338811963755
ENSG00000079308.19	TNS1	3.9520689507719022
ENSG00000137726.17	FXYD6	3.9509778098852824
ENSG00000166341.8	DCHS1	3.9502286311522266
ENSG00000115165.10	CYTIP	3.9479913649893104
ENSG00000139679.15	LPAR6	3.946204264757626
ENSG00000104067.16	TJP1	3.944995568997134
ENSG00000276085.1	CCL3L1	3.944711071306735
ENSG00000196914.9	ARHGEF12	3.9434756916152174
ENSG00000273542.1	HIST1H4K	3.941358094092742
ENSG00000167815.12	PRDX2	3.9352751379883673
ENSG00000160255.18	ITGB2	3.9315435601109936
ENSG00000078018.19	MAP2	3.9301761420272734
ENSG00000277258.5	PCGF2	3.929466814928814
ENSG00000005108.16	THSD7A	3.9203167102502245
ENSG00000167286.9	CD3D	3.9197260092809505
ENSG00000024422.12	EHD2	3.919124370755251
ENSG00000125810.10	CD93	3.918592111354768
ENSG00000142949.17	PTPRF	3.916043549758076
ENSG00000270276.2	HIST2H4B	3.915685176388634
ENSG00000063660.9	GPC1	3.915580446609783
ENSG00000270882.2	HIST2H4A	3.9121948239932927
ENSG00000013725.14	CD6	3.9083387794831674
ENSG00000161921.15	CXCL16	3.9076853755967913
ENSG00000189184.11	PCDH18	3.9028389363206095
ENSG00000134516.17	DOCK2	3.9011790701883924
ENSG00000131981.16	LGALS3	3.899892650014936
ENSG00000143369.15	ECM1	3.8997373002697158
ENSG00000177455.14	CD19	3.8991955023036264
ENSG00000196209.12	SIRPB2	3.8908461796078524
ENSG00000120594.17	PLXDC2	3.8904230149401675
ENSG00000064201.15	TSPAN32	3.888863567127767
ENSG00000102145.14	GATA1	3.8856164754851266
ENSG00000104435.13	STMN2	3.878225692366394
ENSG00000081059.20	TCF7	3.8739864413607843
ENSG00000134243.12	SORT1	3.8737201503735093
ENSG00000198959.12	TGM2	3.8720597305958258
ENSG00000120075.5	HOXB5	3.8712783127460617
ENSG00000204131.9	NHSL2	3.871062276128791
ENSG00000105737.9	GRIK5	3.869346415916207
ENSG00000178726.6	THBD	3.8688852220193977
ENSG00000165716.11	DIPK1B	3.8655227646037456
ENSG00000185585.20	OLFML2A	3.8639355118222682
ENSG00000183023.18	SLC8A1	3.861445145451461
ENSG00000085733.16	CTTN	3.859348679984497
ENSG00000183918.16	SH2D1A	3.8592050819496624
ENSG00000173917.10	HOXB2	3.855127398128756
ENSG00000138119.17	MYOF	3.851836520869795
ENSG00000140968.11	IRF8	3.850726801173084
ENSG00000012124.17	CD22	3.849694785279223
ENSG00000162512.16	SDC3	3.8481429452486897
ENSG00000146373.16	RNF217	3.8464094960963378
ENSG00000140022.13	STON2	3.8430926441352145
ENSG00000163393.13	SLC22A15	3.8402819058096833
ENSG00000106565.18	TMEM176B	3.8393185596490707
ENSG00000153234.14	NR4A2	3.8390885561719426
ENSG00000005187.12	ACSM3	3.835094990078603
ENSG00000130203.10	APOE	3.83120797848551
ENSG00000006534.16	ALDH3B1	3.8303574368982383
ENSG00000187079.17	TEAD1	3.829697137719135
ENSG00000129116.19	PALLD	3.828983778073844
ENSG00000004468.13	CD38	3.8259813358225987
ENSG00000122378.14	PRXL2A	3.8222254210313626
ENSG00000104447.12	TRPS1	3.821172915066359
ENSG00000105374.10	NKG7	3.821108060816317
ENSG00000167680.16	SEMA6B	3.8209934059956385
ENSG00000144655.15	CSRNP1	3.81896506395001
ENSG00000136235.16	GPNMB	3.8179902981519
ENSG00000065534.18	MYLK	3.812155370835329
ENSG00000163661.4	PTX3	3.8113090978891644
ENSG00000184371.14	CSF1	3.8090173528871567
ENSG00000005073.5	HOXA11	3.8084356166838753
ENSG00000170549.4	IRX1	3.8057401412510843
ENSG00000165092.13	ALDH1A1	3.8050363145346284
ENSG00000182676.5	PPP1R27	3.804649296461537
ENSG00000062524.16	LTK	3.802012986532992
ENSG00000132694.18	ARHGEF11	3.801147500652965
ENSG00000185811.19	IKZF1	3.7996117197537234
ENSG00000153531.13	ADPRHL1	3.798816896847456
ENSG00000274618.1	HIST1H4F	3.796745611694436
ENSG00000046653.15	GPM6B	3.796257413669072
ENSG00000163694.15	RBM47	3.7939309551049494
ENSG00000077782.20	FGFR1	3.7925804787886856
ENSG00000196154.12	S100A4	3.7917420710355696
ENSG00000109686.18	SH3D19	3.7899700570482424
ENSG00000153253.18	SCN3A	3.789790793516966
ENSG00000020633.18	RUNX3	3.786169681619233
ENSG00000137267.6	TUBB2A	3.7854078217078975
ENSG00000166482.11	MFAP4	3.784127779035854
ENSG00000106546.14	AHR	3.7820299979533982
ENSG00000128641.19	MYO1B	3.780203631563228
ENSG00000169508.7	GPR183	3.7799824023980046
ENSG00000205978.6	NYNRIN	3.7789935366329113
ENSG00000166147.13	FBN1	3.777554281822996
ENSG00000140563.15	MCTP2	3.777085671964861
ENSG00000167207.13	NOD2	3.773448699278518
ENSG00000276410.3	HIST1H2BB	3.7713359232075594
ENSG00000138185.20	ENTPD1	3.766596988771124
ENSG00000151062.15	CACNA2D4	3.763958193970324
ENSG00000110324.10	IL10RA	3.7630385310603645
ENSG00000118971.8	CCND2	3.7616559473858007
ENSG00000170153.11	RNF150	3.758349913766773
ENSG00000124145.6	SDC4	3.7575572825560375
ENSG00000105339.10	DENND3	3.7570965397138623
ENSG00000160654.10	CD3G	3.755579186258122
ENSG00000122642.11	FKBP9	3.751781362368667
ENSG00000113594.10	LIFR	3.749678522554195
ENSG00000196371.3	FUT4	3.748768080053358
ENSG00000130396.20	AFDN	3.7474206220010817
ENSG00000070371.16	CLTCL1	3.7469785275855663
ENSG00000186399.10	GOLGA8R	3.740347306588593
ENSG00000254726.3	MEX3A	3.73985524237349
ENSG00000142178.8	SIK1	3.739758793326009
ENSG00000107742.13	SPOCK2	3.7371393925600764
ENSG00000161681.15	SHANK1	3.7370744236858084
ENSG00000125534.10	PPDPF	3.736757364031153
ENSG00000110446.11	SLC15A3	3.736125276263192
ENSG00000075618.18	FSCN1	3.735990262919612
ENSG00000160593.18	JAML	3.73557435876966
ENSG00000115183.15	TANC1	3.7329504862739458
ENSG00000105383.15	CD33	3.732689997473904
ENSG00000047365.12	ARAP2	3.7324424668983043
ENSG00000101347.9	SAMHD1	3.731863856444245
ENSG00000136848.17	DAB2IP	3.728804194190463
ENSG00000271503.6	CCL5	3.728625492013495
ENSG00000179241.13	LDLRAD3	3.726425918656152
ENSG00000183019.7	MCEMP1	3.722103963811743
ENSG00000197409.7	HIST1H3D	3.7220240652551193
ENSG00000160223.17	ICOSLG	3.716533052688981
ENSG00000205336.11	ADGRG1	3.7150190064566173
ENSG00000154451.14	GBP5	3.7142949666425404
ENSG00000123358.20	NR4A1	3.7140014986903895
ENSG00000187164.20	SHTN1	3.712302139883986
ENSG00000154545.16	MAGED4	3.7111526270495747
ENSG00000166278.15	C2	3.7051361885061658
ENSG00000110448.11	CD5	3.704381421809902
ENSG00000100600.15	LGMN	3.704318036238309
ENSG00000172794.20	RAB37	3.7011040846716443
ENSG00000081237.20	PTPRC	3.700909117199184
ENSG00000155465.18	SLC7A7	3.700673686319331
ENSG00000164176.13	EDIL3	3.6994762211686423
ENSG00000184347.14	SLIT3	3.6981891556587354
ENSG00000213949.9	ITGA1	3.6954057220544336
ENSG00000163453.11	IGFBP7	3.6940797035258983
ENSG00000179542.16	SLITRK4	3.6932855220285963
ENSG00000149256.15	TENM4	3.6909865222388154
ENSG00000241399.7	CD302	3.677260228174639
ENSG00000182782.7	HCAR2	3.6765971613018116
ENSG00000122641.11	INHBA	3.673969115080207
ENSG00000170271.11	FAXDC2	3.6710549287981156
ENSG00000113070.8	HBEGF	3.669975461459144
ENSG00000101825.8	MXRA5	3.6669460873527235
ENSG00000173898.13	SPTBN2	3.6669102707100016
ENSG00000142405.21	NLRP12	3.6664993422816865
ENSG00000104894.12	CD37	3.665824747720618
ENSG00000198851.9	CD3E	3.6618332497106225
ENSG00000185222.10	TCEAL9	3.658531454020277
ENSG00000091986.15	CCDC80	3.6522880130339614
ENSG00000162738.6	VANGL2	3.650598868399631
ENSG00000125148.7	MT2A	3.649826924632056
ENSG00000060982.15	BCAT1	3.649784794088825
ENSG00000163823.4	CCR1	3.6495293036955627
ENSG00000129538.14	RNASE1	3.6478131040493356
ENSG00000104918.8	RETN	3.6473408960944145
ENSG00000074964.17	ARHGEF10L	3.646378398277221
ENSG00000046604.13	DSG2	3.645657740074945
ENSG00000113263.12	ITK	3.644162477751529
ENSG00000171236.10	LRG1	3.643513737028032
ENSG00000173762.8	CD7	3.642349497261249
ENSG00000139219.19	COL2A1	3.6412161595938213
ENSG00000011422.12	PLAUR	3.6408464452473988
ENSG00000105851.11	PIK3CG	3.6405469779781705
ENSG00000107738.20	VSIR	3.6397980173132196
ENSG00000275993.2	SIK1B	3.639415978333714
ENSG00000185559.16	DLK1	3.6387957893283294
ENSG00000140090.17	SLC24A4	3.6384943173906947
ENSG00000189060.5	H1F0	3.6360329957398467
ENSG00000198336.9	MYL4	3.6351869604256803
ENSG00000126353.3	CCR7	3.6346435568265547
ENSG00000121068.14	TBX2	3.627301294678322
ENSG00000164100.9	NDST3	3.626988833496956
ENSG00000092621.12	PHGDH	3.6262173466841183
ENSG00000169398.19	PTK2	3.6256748902569216
ENSG00000120549.18	KIAA1217	3.6244305660640777
ENSG00000137693.14	YAP1	3.6225794672902842
ENSG00000187010.21	RHD	3.622467656641075
ENSG00000170801.10	HTRA3	3.6143215062300116
ENSG00000182871.16	COL18A1	3.613671756785598
ENSG00000148488.17	ST8SIA6	3.613034400998576
ENSG00000196586.15	MYO6	3.612665246665539
ENSG00000051128.19	HOMER3	3.606655258690558
ENSG00000248672.5	LY75-CD302	3.605665390576576
ENSG00000000971.15	CFH	3.6039837427180785
ENSG00000147138.2	GPR174	3.602891374119614
ENSG00000011028.14	AC080038.1	3.5983310492851572
ENSG00000233822.4	HIST1H2BN	3.596522307141608
ENSG00000107130.10	NCS1	3.5931158997460115
ENSG00000146192.15	FGD2	3.5924406928523416
ENSG00000120278.16	PLEKHG1	3.5873947575465213
ENSG00000175745.14	NR2F1	3.5843210170181905
ENSG00000160201.11	U2AF1	3.5837256718851553
ENSG00000101493.11	ZNF516	3.5833913914218605
ENSG00000113749.7	HRH2	3.5799851645016076
ENSG00000170345.10	FOS	3.5793974115158345
ENSG00000184588.18	PDE4B	3.5772876614369973
ENSG00000113758.13	DBN1	3.5756930173779966
ENSG00000102038.15	SMARCA1	3.5743507729369135
ENSG00000167995.16	BEST1	3.5734176603176215
ENSG00000110934.11	BIN2	3.5721550432126423
ENSG00000203747.11	FCGR3A	3.5721337262714634
ENSG00000151948.12	GLT1D1	3.5714801440840547
ENSG00000179104.9	TMTC2	3.5683877404082365
ENSG00000136040.9	PLXNC1	3.567279072079374
ENSG00000174837.15	ADGRE1	3.566965972314268
ENSG00000162576.16	MXRA8	3.566942426967549
ENSG00000136167.14	LCP1	3.5649847720158543
ENSG00000001617.12	SEMA3F	3.5641261625700413
ENSG00000166086.12	JAM3	3.5619705162707116
ENSG00000150938.10	CRIM1	3.5619386687822243
ENSG00000203618.5	GP1BB	3.5602223315079766
ENSG00000169575.4	VPREB1	3.5598248213728976
ENSG00000184613.10	NELL2	3.559775878234412
ENSG00000066735.14	KIF26A	3.558875159937846
ENSG00000147862.17	NFIB	3.556730287818542
ENSG00000162745.10	OLFML2B	3.55306821078406
ENSG00000082781.12	ITGB5	3.5508784869647236
ENSG00000182636.7	NDN	3.548538012308475
ENSG00000084110.11	HAL	3.5437914448391696
ENSG00000204420.10	MPIG6B	3.5432221989278587
ENSG00000204580.13	DDR1	3.542712756173559
ENSG00000160712.13	IL6R	3.5399049061851193
ENSG00000175183.10	CSRP2	3.538722178981391
ENSG00000152492.15	CCDC50	3.5379525847554176
ENSG00000173391.9	OLR1	3.5372149548303775
ENSG00000182963.10	GJC1	3.535283629843196
ENSG00000112182.15	BACH2	3.5347758973071897
ENSG00000135919.13	SERPINE2	3.5339401435580897
ENSG00000143382.14	ADAMTSL4	3.5309509006984405
ENSG00000134138.20	MEIS2	3.5308765408416725
ENSG00000058866.15	DGKG	3.5307484375751934
ENSG00000127955.17	GNAI1	3.5280566384609906
ENSG00000107485.18	GATA3	3.525711474365492
ENSG00000159618.16	ADGRG5	3.5257068163356022
ENSG00000145555.15	MYO10	3.5238033002360942
ENSG00000105974.12	CAV1	3.5221608095691375
ENSG00000109113.20	RAB34	3.520204214851861
ENSG00000124635.8	HIST1H2BJ	3.518339201209768
ENSG00000112799.9	LY86	3.5180621781864874
ENSG00000130592.15	LSP1	3.515920074514242
ENSG00000073712.15	FERMT2	3.51577366649335
ENSG00000137571.11	SLCO5A1	3.5140957150608383
ENSG00000188626.6	GOLGA8M	3.5139202124748423
ENSG00000106236.4	NPTX2	3.509886987257569
ENSG00000128016.6	ZFP36	3.5088747227082364
ENSG00000112290.13	WASF1	3.505230655162687
ENSG00000156535.15	CD109	3.504788312497682
ENSG00000073792.15	IGF2BP2	3.502893748494928
ENSG00000131724.11	IL13RA1	3.5028689706096916
ENSG00000136854.21	STXBP1	3.500952337164579
ENSG00000132334.16	PTPRE	3.5003054230354294
ENSG00000113083.14	LOX	3.499736836653847
ENSG00000169908.12	TM4SF1	3.49952689836964
ENSG00000134247.10	PTGFRN	3.4995035631055798
ENSG00000204482.10	LST1	3.497551100676659
ENSG00000122585.8	NPY	3.497175172640651
ENSG00000099284.14	H2AFY2	3.4959606409652646
ENSG00000128283.7	CDC42EP1	3.49474710994826
ENSG00000174705.13	SH3PXD2B	3.4939301804918563
ENSG00000160789.20	LMNA	3.492231540574823
ENSG00000183696.14	UPP1	3.4843855631966405
ENSG00000109501.13	WFS1	3.4827506858544566
ENSG00000100968.14	NFATC4	3.48014350845639
ENSG00000178498.16	DTX3	3.479058857616956
ENSG00000108679.13	LGALS3BP	3.478976014084714
ENSG00000100365.16	NCF4	3.477956191074899
ENSG00000154146.13	NRGN	3.4744947318247936
ENSG00000204681.11	GABBR1	3.4726268081760128
ENSG00000151474.23	FRMD4A	3.4724984867394606
ENSG00000136231.14	IGF2BP3	3.471684772937783
ENSG00000089199.10	CHGB	3.4705027806579367
ENSG00000088882.8	CPXM1	3.470431894870788
ENSG00000213402.3	PTPRCAP	3.470353078558639
ENSG00000218336.9	TENM3	3.47009159499963
ENSG00000185950.9	IRS2	3.4655376755897525
ENSG00000182378.14	PLCXD1	3.461052966488122
ENSG00000170571.12	EMB	3.4610352528863793
ENSG00000151967.18	SCHIP1	3.460685071660123
ENSG00000198734.11	F5	3.4606673860267634
ENSG00000116016.14	EPAS1	3.4534083620081217
ENSG00000074370.18	ATP2A3	3.4500083063764135
ENSG00000183018.9	AC118754.1	3.449572130567517
ENSG00000148926.10	ADM	3.4493082801568633
ENSG00000130775.16	THEMIS2	3.4489459891902103
ENSG00000136250.11	AOAH	3.4462099583827097
ENSG00000181218.5	HIST3H2A	3.445908936020919
ENSG00000088367.22	EPB41L1	3.4444879408198794
ENSG00000166527.8	CLEC4D	3.4420230539427967
ENSG00000157985.19	AGAP1	3.4402202268367894
ENSG00000152377.14	SPOCK1	3.4401245719074547
ENSG00000108551.5	RASD1	3.4383320274963927
ENSG00000136573.14	BLK	3.4357249032450445
ENSG00000180543.4	TSPYL5	3.435268086986889
ENSG00000147488.11	ST18	3.4345489739924973
ENSG00000139626.16	ITGB7	3.4337525328166896
ENSG00000163697.17	APBB2	3.4333931967599893
ENSG00000136237.19	RAPGEF5	3.431171281946629
ENSG00000143851.15	PTPN7	3.4307357543172263
ENSG00000254470.2	AP5B1	3.426394027039923
ENSG00000147394.18	ZNF185	3.425184786099117
ENSG00000145362.18	ANK2	3.425059945347116
ENSG00000138759.19	FRAS1	3.4232451939815305
ENSG00000143878.9	RHOB	3.421062340131805
ENSG00000140398.13	NEIL1	3.4207407249388866
ENSG00000006042.12	TMEM98	3.4186100987442156
ENSG00000175274.18	TP53I11	3.4127027479595977
ENSG00000101336.14	HCK	3.4122342338042357
