gene_id	gene_symbol	log_cpm_variance
ENSG00000143603.19	KCNN3	6.4292583106782475
ENSG00000179344.16	HLA-DQB1	6.424460250929936
ENSG00000008394.13	MGST1	6.421327495249306
ENSG00000189337.17	KAZN	6.415503795687021
ENSG00000170549.4	IRX1	6.4125871830253445
ENSG00000137872.16	SEMA6D	6.412006205293707
ENSG00000037280.16	FLT4	6.41181348171361
ENSG00000175097.7	RAG2	6.411057959819867
ENSG00000179915.23	NRXN1	6.408412939389939
ENSG00000171246.6	NPTX1	6.408337606341085
ENSG00000104435.13	STMN2	6.407323103601899
ENSG00000110427.16	KIAA1549L	6.398339848551509
ENSG00000118200.14	CAMSAP2	6.396071742818293
ENSG00000129654.8	FOXJ1	6.394734848790021
ENSG00000128283.7	CDC42EP1	6.393905763314255
ENSG00000163132.8	MSX1	6.392016026645311
ENSG00000169436.17	COL22A1	6.391282784886551
ENSG00000185070.11	FLRT2	6.386913847759942
ENSG00000004468.13	CD38	6.385303628165921
ENSG00000178662.16	CSRNP3	6.382605972133954
ENSG00000122122.10	SASH3	6.375799180550177
ENSG00000100368.14	CSF2RB	6.368503533575434
ENSG00000169851.15	PCDH7	6.367907751336367
ENSG00000123095.6	BHLHE41	6.35536743049929
ENSG00000154556.18	SORBS2	6.3446127758602096
ENSG00000074211.14	PPP2R2C	6.340866995304564
ENSG00000171303.7	KCNK3	6.339464865962806
ENSG00000007062.11	PROM1	6.331688107488173
ENSG00000187243.16	MAGED4B	6.3263048902884895
ENSG00000173210.19	ABLIM3	6.325374909819043
ENSG00000135063.19	FAM189A2	6.3248666128457725
ENSG00000178498.16	DTX3	6.321267226611073
ENSG00000054690.13	PLEKHH1	6.315527130153293
ENSG00000152953.13	STK32B	6.312890955985733
ENSG00000007372.23	PAX6	6.310619181615107
ENSG00000085265.11	FCN1	6.309740126839134
ENSG00000122756.15	CNTFR	6.308749498679584
ENSG00000130702.15	LAMA5	6.303995356376698
ENSG00000080493.17	SLC4A4	6.299269211632948
ENSG00000136859.10	ANGPTL2	6.299182900742193
ENSG00000150760.12	DOCK1	6.296561830042733
ENSG00000196218.12	RYR1	6.2959343314999545
ENSG00000146216.13	TTBK1	6.2919021660904875
ENSG00000163618.18	CADPS	6.2746820766978955
ENSG00000162722.9	TRIM58	6.27327389187928
ENSG00000187164.20	SHTN1	6.268939356389199
ENSG00000086730.17	LAT2	6.267903437011276
ENSG00000145920.15	CPLX2	6.266091435407994
ENSG00000049323.16	LTBP1	6.262237988016531
ENSG00000128564.7	VGF	6.262066579625141
ENSG00000185905.4	C16orf54	6.262001555924863
ENSG00000173369.16	C1QB	6.258995333909864
ENSG00000172232.10	AZU1	6.258413470686569
ENSG00000138162.19	TACC2	6.252217750465944
ENSG00000143776.18	CDC42BPA	6.243592503375897
ENSG00000012223.12	LTF	6.238932928004677
ENSG00000244731.8	C4A	6.235634023509763
ENSG00000110881.11	ASIC1	6.228727224069249
ENSG00000168490.14	PHYHIP	6.225544391580706
ENSG00000100320.23	RBFOX2	6.21870775703462
ENSG00000072134.15	EPN2	6.2158608396385375
ENSG00000130147.16	SH3BP4	6.207634820331438
ENSG00000250722.6	SELENOP	6.2075810830760805
ENSG00000142949.17	PTPRF	6.200949418580411
ENSG00000112379.9	ARFGEF3	6.196805507053014
ENSG00000006042.12	TMEM98	6.189264007181292
ENSG00000154734.15	ADAMTS1	6.185812847304491
ENSG00000162511.8	LAPTM5	6.179993074574239
ENSG00000110076.18	NRXN2	6.177290128332212
ENSG00000108830.10	RND2	6.17550087390907
ENSG00000175445.17	LPL	6.1664761312472836
ENSG00000108947.5	EFNB3	6.165783405298609
ENSG00000067715.14	SYT1	6.160943100122355
ENSG00000135218.19	CD36	6.159371800707761
ENSG00000095585.16	BLNK	6.154220879048911
ENSG00000141682.11	PMAIP1	6.152926834685406
ENSG00000211445.12	GPX3	6.151326759194001
ENSG00000180155.20	LYNX1	6.147906724123806
ENSG00000187122.17	SLIT1	6.144708821949546
ENSG00000177301.15	KCNA2	6.143926982323105
ENSG00000074590.13	NUAK1	6.142232867685792
ENSG00000164741.15	DLC1	6.14116207361373
ENSG00000134602.16	STK26	6.14027349696659
ENSG00000170091.11	NSG2	6.139945731518001
ENSG00000157985.19	AGAP1	6.1375844843785226
ENSG00000204388.7	HSPA1B	6.130207187219039
ENSG00000198121.13	LPAR1	6.129900742766093
ENSG00000137962.13	ARHGAP29	6.1292018759622975
ENSG00000118432.12	CNR1	6.1287472549549245
ENSG00000134516.17	DOCK2	6.125515075786365
ENSG00000127585.12	FBXL16	6.117670917869253
ENSG00000172794.20	RAB37	6.115357546469409
ENSG00000197561.7	ELANE	6.112872434308205
ENSG00000123358.20	NR4A1	6.1110610337964575
ENSG00000178531.6	CTXN1	6.105918837934181
ENSG00000277586.2	NEFL	6.097102024666769
ENSG00000187773.8	DIPK1C	6.094339397983108
ENSG00000139116.18	KIF21A	6.092632913682166
ENSG00000007516.13	BAIAP3	6.087038366387456
ENSG00000112715.21	VEGFA	6.087033881558575
ENSG00000166444.19	ST5	6.086340819393676
ENSG00000213402.3	PTPRCAP	6.085862886356518
ENSG00000113296.14	THBS4	6.080669048237502
ENSG00000146938.16	NLGN4X	6.068307431168111
ENSG00000186522.15	SEPT10	6.067500449407376
ENSG00000000003.14	TSPAN6	6.067192089961016
ENSG00000196557.13	CACNA1H	6.065463969696253
ENSG00000129538.14	RNASE1	6.06372064725791
ENSG00000069122.19	ADGRF5	6.061652426483057
ENSG00000082397.17	EPB41L3	6.061458211000923
ENSG00000029534.20	ANK1	6.0602679793338545
ENSG00000070808.15	CAMK2A	6.057838073266456
ENSG00000144285.20	SCN1A	6.0551158964552565
ENSG00000184486.9	POU3F2	6.048688916804863
ENSG00000204420.10	MPIG6B	6.048479648421776
ENSG00000189056.14	RELN	6.048309500541302
ENSG00000263264.1	AC119396.1	6.047862623601618
ENSG00000119508.18	NR4A3	6.044231729970405
ENSG00000112280.16	COL9A1	6.043817124561726
ENSG00000171680.21	PLEKHG5	6.043638515599357
ENSG00000167613.16	LAIR1	6.042865764012516
ENSG00000167895.14	TMC8	6.039181627821527
ENSG00000260230.3	FRRS1L	6.0334354709525115
ENSG00000181085.15	MAPK15	6.030428037747125
ENSG00000109501.13	WFS1	6.028052343187267
ENSG00000141837.20	CACNA1A	6.024244267532387
ENSG00000105605.7	CACNG7	6.0173815639125054
ENSG00000000971.15	CFH	6.017269372519371
ENSG00000169085.13	VXN	6.01710176130988
ENSG00000100979.15	PLTP	6.014583073348138
ENSG00000138771.16	SHROOM3	6.013787100911208
ENSG00000151320.11	AKAP6	6.007717589308855
ENSG00000121904.17	CSMD2	6.0045532974823885
ENSG00000129993.14	CBFA2T3	6.001723355032662
ENSG00000128683.14	GAD1	5.997674517499745
ENSG00000169442.9	CD52	5.9958267198333015
ENSG00000171368.12	TPPP	5.994939895940309
ENSG00000162981.14	LRATD1	5.991760651354025
ENSG00000180190.11	TDRP	5.991148113513837
ENSG00000173372.17	C1QA	5.99073169509126
ENSG00000112559.14	MDFI	5.984260224473394
ENSG00000149451.17	ADAM33	5.98265847993094
ENSG00000005884.18	ITGA3	5.974679018055192
ENSG00000100985.7	MMP9	5.9746379498153965
ENSG00000102003.10	SYP	5.9630281421351485
ENSG00000012779.11	ALOX5	5.961014053307382
ENSG00000065609.14	SNAP91	5.955621211277443
ENSG00000188822.8	CNR2	5.948830996417141
ENSG00000061337.15	LZTS1	5.947045846341658
ENSG00000118503.15	TNFAIP3	5.939883945134806
ENSG00000158528.12	PPP1R9A	5.939278334477105
ENSG00000110665.11	C11orf21	5.938088080376304
ENSG00000162493.16	PDPN	5.9337308605520835
ENSG00000164742.16	ADCY1	5.933572115885062
ENSG00000142765.18	SYTL1	5.9252491734570265
ENSG00000136928.7	GABBR2	5.924151436228747
ENSG00000171522.6	PTGER4	5.92412152993397
ENSG00000008735.14	MAPK8IP2	5.921371714084857
ENSG00000118257.16	NRP2	5.920742175294812
ENSG00000137267.6	TUBB2A	5.9171121801485596
ENSG00000114251.14	WNT5A	5.913049431054691
ENSG00000174938.14	SEZ6L2	5.910012327886181
ENSG00000011028.14	AC080038.1	5.909826863589565
ENSG00000163638.13	ADAMTS9	5.90747538675207
ENSG00000108551.5	RASD1	5.901341690481628
ENSG00000102935.11	ZNF423	5.8956857015456405
ENSG00000005844.17	ITGAL	5.895660324745145
ENSG00000084764.11	MAPRE3	5.8953931341190575
ENSG00000116661.11	FBXO2	5.888655177302022
ENSG00000187068.3	C3orf70	5.888575196645187
ENSG00000131042.14	LILRB2	5.887591375392294
ENSG00000198794.12	SCAMP5	5.885519729988762
ENSG00000129422.14	MTUS1	5.879884420738572
ENSG00000092445.12	TYRO3	5.8667036563923896
ENSG00000179241.13	LDLRAD3	5.863669915711297
ENSG00000136274.9	NACAD	5.858562747110794
ENSG00000261115.6	TMEM178B	5.856378396589736
ENSG00000198795.11	ZNF521	5.8554621941897045
ENSG00000178217.14	SH2D4B	5.8547735124282685
ENSG00000100033.16	PRODH	5.849203093008029
ENSG00000070778.13	AL162171.1	5.848750744348673
ENSG00000124225.16	PMEPA1	5.848484938812192
ENSG00000104368.17	PLAT	5.847568244926855
ENSG00000162894.12	FCMR	5.845026949156812
ENSG00000153292.16	ADGRF1	5.842420641943586
ENSG00000066248.15	NGEF	5.839607268398552
ENSG00000167971.15	CASKIN1	5.8394576275059835
ENSG00000153234.14	NR4A2	5.839174221507723
ENSG00000168243.11	GNG4	5.836524190247205
ENSG00000124882.4	EREG	5.836462594541556
ENSG00000082684.15	SEMA5B	5.834634584957039
ENSG00000143195.13	ILDR2	5.832756247625458
ENSG00000076716.9	GPC4	5.8301676360790635
ENSG00000135426.16	TESPA1	5.822964473253125
ENSG00000277363.5	SRCIN1	5.821175834123157
ENSG00000151640.13	DPYSL4	5.821009166496926
ENSG00000171385.9	KCND3	5.818069688729241
ENSG00000157064.11	NMNAT2	5.8099889498258115
ENSG00000168314.17	MOBP	5.809240280050018
ENSG00000227507.2	LTB	5.803391948543114
ENSG00000101825.8	MXRA5	5.802375818732615
ENSG00000143851.15	PTPN7	5.7995317073562935
ENSG00000108231.13	LGI1	5.798975238584613
ENSG00000172461.11	FUT9	5.793077397285796
ENSG00000010327.10	STAB1	5.790256839298335
ENSG00000053438.11	NNAT	5.786305414192769
ENSG00000196415.10	PRTN3	5.785709802252961
ENSG00000139292.13	LGR5	5.783375966924875
ENSG00000119535.17	CSF3R	5.782865803494748
ENSG00000107249.23	GLIS3	5.780395497189623
ENSG00000121966.6	CXCR4	5.778078544914078
ENSG00000145287.10	PLAC8	5.776842547071097
ENSG00000154654.15	NCAM2	5.7761348643266714
ENSG00000126217.21	MCF2L	5.7753757260656
ENSG00000123338.13	NCKAP1L	5.773214148351486
ENSG00000173320.12	STOX2	5.772419647120814
ENSG00000138829.12	FBN2	5.770363739068487
ENSG00000177614.11	PGBD5	5.764675419806192
ENSG00000172578.12	KLHL6	5.7587672039756
ENSG00000101445.10	PPP1R16B	5.754502770850026
ENSG00000077279.18	DCX	5.75183004246529
ENSG00000198216.12	CACNA1E	5.750845760044962
ENSG00000221932.6	HEPN1	5.7505217305771446
ENSG00000154380.17	ENAH	5.741322977638405
ENSG00000275395.6	FCGBP	5.737001767468625
ENSG00000148143.13	ZNF462	5.736962856217132
ENSG00000127241.16	MASP1	5.7369466744823425
ENSG00000183117.19	CSMD1	5.736174065558674
ENSG00000116016.14	EPAS1	5.736161510371621
ENSG00000103723.14	AP3B2	5.735012677696901
ENSG00000198502.6	HLA-DRB5	5.7313179911757715
ENSG00000103647.12	CORO2B	5.728697769958843
ENSG00000142192.21	APP	5.724315865803926
ENSG00000110900.15	TSPAN11	5.722781151522692
ENSG00000138795.10	LEF1	5.720284403513874
ENSG00000198892.6	SHISA4	5.720223095320304
ENSG00000204287.14	HLA-DRA	5.716588651352984
ENSG00000124491.15	F13A1	5.713567214242548
ENSG00000147138.2	GPR174	5.710220516019809
ENSG00000100626.17	GALNT16	5.709628018121796
ENSG00000116254.18	CHD5	5.707528220997486
ENSG00000101098.12	RIMS4	5.706276693431369
ENSG00000111341.9	MGP	5.706003351058999
ENSG00000143850.15	PLEKHA6	5.705041287363248
ENSG00000122862.5	SRGN	5.694602556451097
ENSG00000154451.14	GBP5	5.694097587853992
ENSG00000112320.12	SOBP	5.692372175507342
ENSG00000104722.14	NEFM	5.688357697700984
ENSG00000135454.14	B4GALNT1	5.67664807370692
ENSG00000169418.10	NPR1	5.676328619904822
ENSG00000177108.5	ZDHHC22	5.665360437689835
ENSG00000177706.9	FAM20C	5.665061184432568
ENSG00000133169.6	BEX1	5.665006154035114
ENSG00000162654.9	GBP4	5.664409253736139
ENSG00000157227.13	MMP14	5.66406321072474
ENSG00000168497.5	CAVIN2	5.658194463759907
ENSG00000104332.12	SFRP1	5.652868221477976
ENSG00000131459.13	GFPT2	5.652820600061018
ENSG00000166780.11	BMERB1	5.650928405810856
ENSG00000107282.8	APBA1	5.650783827781758
ENSG00000134590.13	RTL8C	5.649945148732544
ENSG00000169908.12	TM4SF1	5.64941971793981
ENSG00000078399.18	HOXA9	5.644479000534644
ENSG00000277196.4	AC007325.2	5.643167350251935
ENSG00000101384.12	JAG1	5.641033384969155
ENSG00000163485.17	ADORA1	5.638402152825867
ENSG00000187398.12	LUZP2	5.637380837115249
ENSG00000054793.13	ATP9A	5.636600849954015
ENSG00000178199.13	ZC3H12D	5.6359145865475595
ENSG00000196735.11	HLA-DQA1	5.6335508715476825
ENSG00000167601.12	AXL	5.632602482756487
ENSG00000165495.16	PKNOX2	5.6306529728421975
ENSG00000148219.16	ASTN2	5.617378199207671
ENSG00000204389.9	HSPA1A	5.608185033968916
ENSG00000159335.16	PTMS	5.606824742303
ENSG00000181409.13	AATK	5.604295167774301
ENSG00000147642.17	SYBU	5.603967831633532
ENSG00000024422.12	EHD2	5.602948962340217
ENSG00000147180.16	ZNF711	5.601475374789508
ENSG00000124785.9	NRN1	5.600568424816948
ENSG00000162878.13	PKDCC	5.598861178295013
ENSG00000152894.14	PTPRK	5.597390679886143
ENSG00000159784.17	FAM131B	5.595825178543746
ENSG00000151892.14	GFRA1	5.591072271629332
ENSG00000188338.15	SLC38A3	5.591068428112885
ENSG00000256463.8	SALL3	5.588420397095543
ENSG00000136854.21	STXBP1	5.587332447150825
ENSG00000124145.6	SDC4	5.586636658250087
ENSG00000197971.15	MBP	5.58279492075779
ENSG00000065320.9	NTN1	5.577857845576293
ENSG00000163285.8	GABRG1	5.577528450321262
ENSG00000115956.10	PLEK	5.574723183512359
ENSG00000076864.19	RAP1GAP	5.571763655486369
ENSG00000121068.14	TBX2	5.568257880481016
ENSG00000161405.17	IKZF3	5.559282162247024
ENSG00000108309.14	RUNDC3A	5.5578411148645435
ENSG00000120738.8	EGR1	5.556003544258539
ENSG00000161714.12	PLCD3	5.549608842138152
ENSG00000125148.7	MT2A	5.547179172369946
ENSG00000211448.12	DIO2	5.539611808593831
ENSG00000101680.15	LAMA1	5.53765897466066
ENSG00000134278.15	SPIRE1	5.537106492268404
ENSG00000262655.4	SPON1	5.535432588692912
ENSG00000205403.13	CFI	5.533218941420381
ENSG00000176788.9	BASP1	5.5308910144293675
ENSG00000149948.13	HMGA2	5.528120177674699
ENSG00000142449.13	FBN3	5.525034731750605
ENSG00000162998.5	FRZB	5.524568769567256
ENSG00000183715.13	OPCML	5.5239681638231515
ENSG00000105974.12	CAV1	5.521568128826203
ENSG00000183508.5	TENT5C	5.5191898315734225
ENSG00000166206.15	GABRB3	5.516428560947651
ENSG00000176485.11	PLAAT3	5.514457461145589
ENSG00000157423.18	HYDIN	5.512913731259453
ENSG00000164638.10	SLC29A4	5.511301918852187
ENSG00000111058.8	ACSS3	5.505389096575884
ENSG00000168671.10	UGT3A2	5.497989776100313
ENSG00000156453.13	PCDH1	5.497628575000973
ENSG00000103260.9	METRN	5.495471886195764
ENSG00000092969.12	TGFB2	5.495143104250236
ENSG00000104967.7	NOVA2	5.493078925245059
ENSG00000077327.16	SPAG6	5.492109053072546
ENSG00000141968.8	VAV1	5.491686503094649
ENSG00000130821.16	SLC6A8	5.485331859732621
ENSG00000082014.16	SMARCD3	5.4849329785907495
ENSG00000186310.9	NAP1L3	5.470386252958403
ENSG00000146094.14	DOK3	5.469735863845523
ENSG00000141519.15	CCDC40	5.468568706115515
ENSG00000160460.16	SPTBN4	5.468509597625789
ENSG00000179431.6	FJX1	5.4671213180922145
ENSG00000102287.19	GABRE	5.466320396847471
ENSG00000140807.7	NKD1	5.465935208631216
ENSG00000140287.11	HDC	5.464186580397909
ENSG00000101335.10	MYL9	5.463686851303688
ENSG00000115165.10	CYTIP	5.463229394157199
ENSG00000164066.13	INTU	5.463070299111384
ENSG00000240771.8	ARHGEF25	5.462556172107397
ENSG00000166342.19	NETO1	5.453949602762736
ENSG00000130158.14	DOCK6	5.453208749079368
ENSG00000115226.10	FNDC4	5.452747772512476
ENSG00000147799.11	ARHGAP39	5.451293581745644
ENSG00000120549.18	KIAA1217	5.448036154544286
ENSG00000159403.18	C1R	5.446319011326503
ENSG00000087495.17	PHACTR3	5.445863283861161
ENSG00000204252.14	HLA-DOA	5.444372929668437
ENSG00000083454.22	P2RX5	5.443715557443989
ENSG00000047457.14	CP	5.440824752003039
ENSG00000139352.4	ASCL1	5.436900057003221
ENSG00000166923.12	GREM1	5.434831314559
ENSG00000213949.9	ITGA1	5.432277385455003
ENSG00000135046.14	ANXA1	5.430639117615807
ENSG00000151012.13	SLC7A11	5.4299102706897
ENSG00000101194.18	SLC17A9	5.426694269777257
ENSG00000064300.9	NGFR	5.4131632179929685
ENSG00000176165.10	FOXG1	5.4110861222954965
ENSG00000181234.9	TMEM132C	5.410834674345656
ENSG00000088538.13	DOCK3	5.410544122342196
ENSG00000177575.12	CD163	5.408442787294515
ENSG00000138696.10	BMPR1B	5.407141459910486
ENSG00000255330.9	AL096711.2	5.405491122076048
ENSG00000104888.10	SLC17A7	5.405019995858518
ENSG00000129009.13	ISLR	5.4038250381915764
ENSG00000105854.13	PON2	5.403351062488171
ENSG00000250510.8	GPR162	5.396260236819394
ENSG00000203685.10	STUM	5.386122895256764
ENSG00000179776.19	CDH5	5.3834692045052295
ENSG00000185222.10	TCEAL9	5.381153391526922
ENSG00000099814.16	CEP170B	5.378874092781285
ENSG00000175264.8	CHST1	5.378210949121703
ENSG00000182871.16	COL18A1	5.377369770745291
ENSG00000169122.11	FAM110B	5.376682010634702
ENSG00000182326.15	C1S	5.373494325601245
ENSG00000145824.12	CXCL14	5.373409397426536
ENSG00000074047.21	GLI2	5.372988732248152
ENSG00000196581.10	AJAP1	5.372943811207889
ENSG00000134531.10	EMP1	5.371414329189756
